,Argument ID,Conclusion,Stance,Premise,text,category,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
85,A05044,We should limit judicial activism,in favor of,"activists judges aren't the ones shaping the laws. they're not ""all"" the people for who the laws are voted for. judicial activism has to be limited to only check for overuse of the power by governments","activists judges aren't the ones shaping the laws. they're not ""all"" the people for who the laws are voted for. judicial activism has to be limited to only check for overuse of the power by governments in favor of We should limit judicial activism",['Power: dominance'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,A05045,We should subsidize Wikipedia,against,subsidizing wikipedia can cause it to provide biased information,subsidizing wikipedia can cause it to provide biased information against We should subsidize Wikipedia,"['Benevolence: caring', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
87,A05047,We should oppose collectivism,in favor of,treating everyone as a large group unit is not helpful for people who have different individual needs.,treating everyone as a large group unit is not helpful for people who have different individual needs. in favor of We should oppose collectivism,"['Self-direction: thought', 'Self-direction: action', 'Stimulation', 'Universalism: concern']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88,A05048,We should ban fast food,against,fast food is sometimes the only way poor people can feed their families cheaply. if you ban it then you are taking away someone's only meal.,fast food is sometimes the only way poor people can feed their families cheaply. if you ban it then you are taking away someone's only meal. against We should ban fast food,"['Security: personal', 'Benevolence: caring']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
89,A05049,We should prohibit school prayer,in favor of,prayer in schools violates a person's right to follow whatever religion they choose.,prayer in schools violates a person's right to follow whatever religion they choose. in favor of We should prohibit school prayer,"['Self-direction: thought', 'Self-direction: action', 'Tradition']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90,A05050,We should introduce compulsory voting,against,compulsory voting goes against people's liberties and freedoms.,compulsory voting goes against people's liberties and freedoms. against We should introduce compulsory voting,"['Self-direction: thought', 'Self-direction: action']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,A05052,We should end the use of economic sanctions,against,economic sanctions can assist in deterring deadly threats against our nation,economic sanctions can assist in deterring deadly threats against our nation against We should end the use of economic sanctions,"['Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
92,A05053,We should introduce compulsory voting,in favor of,compulsory voting makes for more informed voters,compulsory voting makes for more informed voters in favor of We should introduce compulsory voting,"['Power: dominance', 'Security: societal', 'Conformity: rules', 'Benevolence: dependability', 'Universalism: concern', 'Universalism: objectivity']",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1
93,A05054,We should adopt libertarianism,against,"there are so many people in the world we all have to appreciate that we need to adopt certain rules and etiquette which everyone follows, if everyone pleased themselves no one would help each other.","there are so many people in the world we all have to appreciate that we need to adopt certain rules and etiquette which everyone follows, if everyone pleased themselves no one would help each other. against We should adopt libertarianism","['Security: societal', 'Conformity: rules', 'Benevolence: caring']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
94,A05057,We should subsidize Wikipedia,against,"subsidizing wikipedia could be a back gateway to some form of governmental control, debasing the validity of the articles and information provided.","subsidizing wikipedia could be a back gateway to some form of governmental control, debasing the validity of the articles and information provided. against We should subsidize Wikipedia","['Self-direction: thought', 'Self-direction: action', 'Security: societal', 'Benevolence: dependability', 'Universalism: objectivity']",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
95,A05058,We should cancel pride parades,against,pride parades encourage people to claim the rights and freedoms they are entitled to,pride parades encourage people to claim the rights and freedoms they are entitled to against We should cancel pride parades,"['Self-direction: action', 'Face', 'Security: personal', 'Universalism: concern']",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
96,A05059,We should cancel pride parades,against,pride parades can show everyone that we tolerate everyone,pride parades can show everyone that we tolerate everyone against We should cancel pride parades,"['Security: personal', 'Universalism: concern', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
97,A05063,We should ban factory farming,in favor of,it should be banned so that it doesn't take away our farms and will cause more global warming,it should be banned so that it doesn't take away our farms and will cause more global warming in favor of We should ban factory farming,"['Achievement', 'Security: personal', 'Tradition', 'Universalism: nature']",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
98,A05064,We should abolish zoos,against,zoos do a lot of conservation work and have successfully bred animals which were on the verge of extinction.,zoos do a lot of conservation work and have successfully bred animals which were on the verge of extinction. against We should abolish zoos,['Universalism: nature'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
99,A05067,We should ban cosmetic surgery for minors,in favor of,cosmetic surgery for minors should be banned because they are not finished growing no do they have a mature enough background to make a sound decision towards this procedure.,cosmetic surgery for minors should be banned because they are not finished growing no do they have a mature enough background to make a sound decision towards this procedure. in favor of We should ban cosmetic surgery for minors,"['Security: personal', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
100,A05068,We should ban targeted killing,against,targeted killing should not be banned because it means that dangerous people can be stopped from injuring other people.,targeted killing should not be banned because it means that dangerous people can be stopped from injuring other people. against We should ban targeted killing,"['Power: dominance', 'Security: societal', 'Universalism: concern']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
101,A05069,We should adopt a multi-party system,against,the two-party system is cheaper and easier to operate that any multi-party system,the two-party system is cheaper and easier to operate that any multi-party system against We should adopt a multi-party system,"['Security: personal', 'Security: societal', 'Tradition']",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
102,A05070,We should adopt atheism,in favor of,we should adopt atheism because it would be easier than being religious and having so many different beliefs,we should adopt atheism because it would be easier than being religious and having so many different beliefs in favor of We should adopt atheism,"['Self-direction: thought', 'Self-direction: action', 'Security: personal', 'Universalism: concern']",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
103,A05071,We should ban human cloning,in favor of,human cloning should be banned because it allows designer humans to be grown according to the parents wishes.,human cloning should be banned because it allows designer humans to be grown according to the parents wishes. in favor of We should ban human cloning,"['Humility', 'Universalism: concern', 'Universalism: nature']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
104,A05073,We should ban whaling,in favor of,whaling is inhumane and unnecessary and killing the whale population.,whaling is inhumane and unnecessary and killing the whale population. in favor of We should ban whaling,['Universalism: nature'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
105,A05074,We should adopt an austerity regime,in favor of,an austerity regime will help to reduce the deficit of the country,an austerity regime will help to reduce the deficit of the country in favor of We should adopt an austerity regime,"['Security: personal', 'Security: societal', 'Benevolence: dependability']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
106,A05075,We should adopt an austerity regime,against,people should not have to endure higher taxes to pay for the government's inefficiency.,people should not have to endure higher taxes to pay for the government's inefficiency. against We should adopt an austerity regime,"['Security: personal', 'Benevolence: dependability', 'Universalism: concern']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
107,A05076,We should subsidize space exploration,in favor of,there is so much more to explore and learn about space that subsidising space exploration would bring us closer to learning and understanding what is beyond our planet.,there is so much more to explore and learn about space that subsidising space exploration would bring us closer to learning and understanding what is beyond our planet. in favor of We should subsidize space exploration,['Achievement'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
